file_path,detected_name,unicode_sequence,codepoints_hex,status,method
all/Woman Office Worker.svg,Woman Office Worker,👩‍💼,1F469-200D-1F4BC,mapped,profession|fq-correction
all/Stadium.svg,Stadium,🏟️,1F3DF-FE0F,mapped,lookup|fq-correction
all/Merman Light Skin Tone.svg,Merman Light Skin Tone,🧜🏻‍♂️,1F9DC-1F3FB-200D-2642-FE0F,mapped,auto-cldr-exact
all/Owl.svg,Owl,🦉,1F989,mapped,lookup
all/Spouting Whale.svg,Spouting Whale,🐳,1F433,mapped,lookup
all/Woman Playing Water Polo Medium Light Skin Tone.svg,Woman Playing Water Polo Medium Light Skin Tone,🤽🏼‍♀️,1F93D-1F3FC-200D-2640-FE0F,mapped,auto-cldr-exact
all/Man Red Hair.svg,Man Red Hair,👨‍🦰,1F468-200D-1F9B0,mapped,hair-attr
all/Man Facepalming Dark Skin Tone.svg,Man Facepalming Dark Skin Tone,🤦🏿‍♂️,1F926-1F3FF-200D-2642-FE0F,mapped,lookup+tone+gender
all/Person Getting Massage Medium Dark Skin Tone.svg,Person Getting Massage Medium Dark Skin Tone,💆🏾,1F486-1F3FE,mapped,auto-cldr-exact
all/Person Climbing.svg,Person Climbing,🧗,1F9D7,mapped,translation-pass
all/Woman In Steamy Room Light Skin Tone.svg,Woman In Steamy Room Light Skin Tone,🧖🏻‍♀️,1F9D6-1F3FB-200D-2640-FE0F,mapped,translation-pass
all/Guard.svg,Guard,💂,1F482,mapped,auto-cldr-exact
all/Clamp.svg,Clamp,🗜️,1F5DC-FE0F,mapped,auto-cldr-exact
all/Couple With Heart Woman Person Medium Dark Skin Tone Medium Skin Tone.svg,Couple With Heart Woman Person Medium Dark Skin Tone Medium Skin Tone,👩🏾‍❤️‍🧑🏽,1F469-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FD,mapped,special: couple-with-heart (WOMAN PERSON)
all/Woman Bowing Medium Skin Tone.svg,Woman Bowing Medium Skin Tone,🙇🏽‍♀️,1F647-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Flag Botswana.svg,Flag Botswana,🇧🇼,1F1E7-1F1FC,mapped,flag
all/Person Playing Handball Medium Dark Skin Tone.svg,Person Playing Handball Medium Dark Skin Tone,🤾🏾,1F93E-1F3FE,mapped,activity-person
all/File Cabinet.svg,File Cabinet,🗄️,1F5C4-FE0F,mapped,lookup|fq-correction
all/Shamrock.svg,Shamrock,☘️,2618-FE0F,mapped,lookup|fq-correction
all/Woman Wearing Turban.svg,Woman Wearing Turban,👳‍♀️,1F473-200D-2640-FE0F,mapped,auto-cldr-exact
all/Woman Dark Skin Tone Red Hair.svg,Woman Dark Skin Tone Red Hair,👩🏿‍🦰,1F469-1F3FF-200D-1F9B0,mapped,hair-attr
all/Flag Afghanistan.svg,Flag Afghanistan,🇦🇫,1F1E6-1F1EB,mapped,flag
all/Kiss Man Man Medium Skin Tone.svg,Kiss Man Man Medium Skin Tone,👨🏽‍❤️‍💋‍👨🏽,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,mapped,lookup+tone+gender|fq-correction
all/Woman Lifting Weights Medium Skin Tone.svg,Woman Lifting Weights Medium Skin Tone,🏋🏽‍♀️,1F3CB-1F3FD-200D-2640-FE0F,mapped,activity-person
all/Scissors.svg,Scissors,✂️,2702-FE0F,mapped,auto-cldr-exact
all/Cut Of Meat.svg,Cut Of Meat,🥩,1F969,mapped,lookup
all/Tomato.svg,Tomato,🍅,1F345,mapped,lookup
all/Palms Up Together Medium Dark Skin Tone.svg,Palms Up Together Medium Dark Skin Tone,🤲🏾,1F932-1F3FE,mapped,lookup+tone
all/Ear Medium Light Skin Tone.svg,Ear Medium Light Skin Tone,👂🏼,1F442-1F3FC,mapped,lookup+tone
all/Man Detective Light Skin Tone.svg,Man Detective Light Skin Tone,🕵🏻‍♂️,1F575-1F3FB-200D-2642-FE0F,mapped,auto-cldr-exact
all/Fried Shrimp.svg,Fried Shrimp,🍤,1F364,mapped,lookup
all/Money With Wings.svg,Money With Wings,💸,1F4B8,mapped,lookup
all/Smiling Face With Horns.svg,Smiling Face With Horns,😈,1F608,mapped,lookup
all/Woman Cartwheeling Medium Skin Tone.svg,Woman Cartwheeling Medium Skin Tone,🤸🏽‍♀️,1F938-1F3FD-200D-2640-FE0F,mapped,activity-person
all/Person Mountain Biking Medium Skin Tone.svg,Person Mountain Biking Medium Skin Tone,🚵🏽,1F6B5-1F3FD,mapped,activity-person|fq-correction
all/Couple With Heart Man Person Dark Skin Tone Medium Skin Tone.svg,Couple With Heart Man Person Dark Skin Tone Medium Skin Tone,👨🏽‍❤️‍🧑🏿,1F468-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FF,mapped,special: couple-with-heart (MAN PERSON)
all/Heavy Dollar Sign.svg,Heavy Dollar Sign,💲,1F4B2,mapped,lookup
all/Thumbs Down Medium Light Skin Tone.svg,Thumbs Down Medium Light Skin Tone,👎🏼,1F44E-1F3FC,mapped,gesture|fq-correction
all/Information.svg,Information,ℹ️,2139-FE0F,mapped,auto-cldr-exact
all/Anguished Face.svg,Anguished Face,😧,1F627,mapped,lookup
all/Japanese Secret Button.svg,Japanese Secret Button,㊙️,3299-FE0F,mapped,auto-cldr-exact
all/Womans Clothes.svg,Womans Clothes,👚,1F45A,mapped,lookup
all/Kiss Person Person Medium Skin Tone Medium Light Skin Tone.svg,Kiss Person Person Medium Skin Tone Medium Light Skin Tone,🧑🏽‍❤️‍💋‍🧑🏼,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FC,mapped,lookup+tone|fq-correction
all/Radio Button.svg,Radio Button,🔘,1F518,mapped,lookup
all/Test Tube.svg,Test Tube,🧪,1F9EA,mapped,lookup
all/Woman Juggling Medium Light Skin Tone.svg,Woman Juggling Medium Light Skin Tone,🤹🏼‍♀️,1F939-1F3FC-200D-2640-FE0F,mapped,lookup+tone+gender
all/Sake.svg,Sake,🍶,1F376,mapped,auto-cldr-exact
all/Right Facing Fist Medium Skin Tone.svg,Right Facing Fist Medium Skin Tone,🤜🏽,1F91C-1F3FD,mapped,gesture
all/Couple With Heart Person Woman Medium Dark Skin Tone Medium Light Skin Tone.svg,Couple With Heart Person Woman Medium Dark Skin Tone Medium Light Skin Tone,🧑🏼‍❤️‍👩🏾,1F9D1-1F3FC-200D-2764-FE0F-200D-1F469-1F3FE,mapped,special: couple-with-heart (PERSON WOMAN)
all/Flag Namibia.svg,Flag Namibia,🇳🇦,1F1F3-1F1E6,mapped,flag
all/Kiss Person Woman Medium Light Skin Tone No Skin Tone.svg,Kiss Person Woman Medium Light Skin Tone No Skin Tone,🧑🏼‍❤️‍💋‍👩,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (PERSON WOMAN)
all/Cloud With Snow.svg,Cloud With Snow,🌨️,1F328-FE0F,mapped,lookup|fq-correction
all/Couple With Heart Man Man Light Skin Tone Medium Light Skin Tone.svg,Couple With Heart Man Man Light Skin Tone Medium Light Skin Tone,👨🏻‍❤️‍👨🏼,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FC,mapped,lookup+tone+gender|fq-correction
all/Woman Scientist.svg,Woman Scientist,👩‍🔬,1F469-200D-1F52C,mapped,profession|fq-correction
all/Fax Machine.svg,Fax Machine,📠,1F4E0,mapped,lookup
all/Man Light Skin Tone Blond Hair.svg,Man Light Skin Tone Blond Hair,👱🏻‍♂️,1F471-1F3FB-200D-2642-FE0F,mapped,auto-cldr-exact
all/Yellow Heart.svg,Yellow Heart,💛,1F49B,mapped,lookup
all/Kiss Man Person No Skin Tone Medium Dark Skin Tone.svg,Kiss Man Person No Skin Tone Medium Dark Skin Tone,👨🏾‍❤️‍💋‍🧑,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (MAN PERSON)
all/Santa Claus Dark Skin Tone.svg,Santa Claus Dark Skin Tone,🎅🏿,1F385-1F3FF,mapped,auto-cldr-exact
all/Woman Detective Light Skin Tone.svg,Woman Detective Light Skin Tone,🕵🏻‍♀️,1F575-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Yen Banknote.svg,Yen Banknote,💴,1F4B4,mapped,alias
all/Woman Standing Light Skin Tone.svg,Woman Standing Light Skin Tone,🧍🏻‍♀️,1F9CD-1F3FB-200D-2640-FE0F,mapped,activity-person
all/Person Swimming Medium Light Skin Tone.svg,Person Swimming Medium Light Skin Tone,🏊🏼,1F3CA-1F3FC,mapped,activity-person
all/Woman In Manual Wheelchair Medium Dark Skin Tone.svg,Woman In Manual Wheelchair Medium Dark Skin Tone,👩🏾‍🦽,1F469-1F3FE-200D-1F9BD,mapped,auto-cldr-exact
all/Vulcan Salute Light Skin Tone.svg,Vulcan Salute Light Skin Tone,🖖🏻,1F596-1F3FB,mapped,auto-cldr-exact
all/Winking Face With Tongue.svg,Winking Face With Tongue,😜,1F61C,mapped,auto-cldr-exact
all/Person Juggling Light Skin Tone.svg,Person Juggling Light Skin Tone,🤹🏻,1F939-1F3FB,mapped,lookup+tone
all/Ant.svg,Ant,🐜,1F41C,mapped,lookup
all/White Large Square.svg,White Large Square,⬜,2B1C,mapped,lookup
all/Blueberries.svg,Blueberries,🫐,1FAD0,mapped,lookup
all/Man Detective Medium Skin Tone.svg,Man Detective Medium Skin Tone,🕵🏽‍♂️,1F575-1F3FD-200D-2642-FE0F,mapped,auto-cldr-exact
all/Woman Gesturing No Medium Dark Skin Tone.svg,Woman Gesturing No Medium Dark Skin Tone,🙅🏾‍♀️,1F645-1F3FE-200D-2640-FE0F,mapped,auto-cldr-exact
all/Pregnant Woman Medium Skin Tone.svg,Pregnant Woman Medium Skin Tone,🤰🏽,1F930-1F3FD,mapped,auto-cldr-exact
all/Kiss Medium Skin Tone.svg,Kiss Medium Skin Tone,💏🏽,1F48F-1F3FD,mapped,lookup+tone
all/Horse Racing Light Skin Tone.svg,Horse Racing Light Skin Tone,🏇🏻,1F3C7-1F3FB,mapped,lookup+tone
all/Person Lifting Weights Medium Skin Tone.svg,Person Lifting Weights Medium Skin Tone,🏋🏽,1F3CB-1F3FD,mapped,activity-person
all/Orange Book.svg,Orange Book,📙,1F4D9,mapped,lookup
all/Family Man Woman Girl.svg,Family Man Woman Girl,👨‍👩‍👧,1F468-200D-1F469-200D-1F467,mapped,special: family (MAN WOMAN GIRL)
all/Woman Vampire Medium Dark Skin Tone.svg,Woman Vampire Medium Dark Skin Tone,🧛🏾‍♀️,1F9DB-1F3FE-200D-2640-FE0F,mapped,lookup+tone+gender
all/Thumbs Down Light Skin Tone.svg,Thumbs Down Light Skin Tone,👎🏻,1F44E-1F3FB,mapped,gesture
all/Flag Ceuta Melilla-1.svg,Flag Ceuta Melilla-1,,,excluded,non-rgi_flag_excluded
all/Deaf Man Dark Skin Tone.svg,Deaf Man Dark Skin Tone,🧏🏿‍♂️,1F9CF-1F3FF-200D-2642-FE0F,mapped,auto-cldr-exact
all/Person Mountain Biking Light Skin Tone.svg,Person Mountain Biking Light Skin Tone,🚵🏻,1F6B5-1F3FB,mapped,activity-person|fq-correction
all/Couple With Heart Man Person Light Skin Tone Medium Skin Tone.svg,Couple With Heart Man Person Light Skin Tone Medium Skin Tone,👨🏽‍❤️‍🧑🏻,1F468-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FB,mapped,special: couple-with-heart (MAN PERSON)
all/Man Playing Water Polo Medium Skin Tone.svg,Man Playing Water Polo Medium Skin Tone,🤽🏽‍♂️,1F93D-1F3FD-200D-2642-FE0F,mapped,auto-cldr-exact
all/Woman And Man Holding Hands Dark Skin Tone Medium Dark Skin Tone.svg,Woman And Man Holding Hands Dark Skin Tone Medium Dark Skin Tone,👩🏿‍🤝‍👨🏾,1F469-1F3FF-200D-1F91D-200D-1F468-1F3FE,mapped,translation-pass|fq-correction
all/Small Blue Diamond.svg,Small Blue Diamond,🔹,1F539,mapped,lookup
all/Luggage.svg,Luggage,🧳,1F9F3,mapped,lookup
all/Kiss Person Person Medium Light Skin Tone No Skin Tone.svg,Kiss Person Person Medium Light Skin Tone No Skin Tone,🧑🏼‍❤️‍💋‍🧑,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (PERSON PERSON)
all/Woman Pouting Light Skin Tone.svg,Woman Pouting Light Skin Tone,🙎🏻‍♀️,1F64E-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Japanese Here Button.svg,Japanese Here Button,🈁,1F201,mapped,auto-cldr-exact
all/Man Cook Dark Skin Tone.svg,Man Cook Dark Skin Tone,👨🏿‍🍳,1F468-1F3FF-200D-1F373,mapped,translation-pass
all/Yawning Face.svg,Yawning Face,🥱,1F971,mapped,lookup
all/Flag Togo.svg,Flag Togo,🇹🇬,1F1F9-1F1EC,mapped,flag
all/Couple With Heart Woman Man Dark Skin Tone Medium Skin Tone.svg,Couple With Heart Woman Man Dark Skin Tone Medium Skin Tone,👩🏿‍❤️‍👨🏽,1F469-1F3FF-200D-2764-FE0F-200D-1F468-1F3FD,mapped,special: couple-with-heart (WOMAN MAN)|fq-correction
all/Kiss Woman Person Medium Skin Tone Medium Light Skin Tone.svg,Kiss Woman Person Medium Skin Tone Medium Light Skin Tone,👩🏼‍❤️‍💋‍🧑🏽,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FD,mapped,special: kiss (WOMAN PERSON)
all/Pile Of Poo.svg,Pile Of Poo,💩,1F4A9,mapped,lookup
all/Zipper Mouth Face.svg,Zipper Mouth Face,🤐,1F910,mapped,translation-pass
all/Wood.svg,Wood,🪵,1FAB5,mapped,lookup
all/Woman Health Worker.svg,Woman Health Worker,👩‍⚕️,1F469-200D-2695-FE0F,mapped,translation-pass
all/Japanese Dolls.svg,Japanese Dolls,🎎,1F38E,mapped,lookup
all/Woman Medium Dark Skin Tone Bald.svg,Woman Medium Dark Skin Tone Bald,👩🏾‍🦲,1F469-1F3FE-200D-1F9B2,mapped,hair-attr
all/Person In Motorized Wheelchair Medium Light Skin Tone.svg,Person In Motorized Wheelchair Medium Light Skin Tone,🧑🏼‍🦼,1F9D1-1F3FC-200D-1F9BC,mapped,auto-cldr-exact
all/Flag Liberia.svg,Flag Liberia,🇱🇷,1F1F1-1F1F7,mapped,flag
all/Crossed Fingers Light Skin Tone.svg,Crossed Fingers Light Skin Tone,🤞🏻,1F91E-1F3FB,mapped,gesture
all/Couple With Heart Woman No Skin Tone Woman Medium Dark Skin.svg,Couple With Heart Woman No Skin Tone Woman Medium Dark Skin,👩‍❤️‍👩,1F469-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (WOMAN WOMAN)
all/Construction Worker Light Skin Tone.svg,Construction Worker Light Skin Tone,👷🏻,1F477-1F3FB,mapped,lookup+tone
all/Flag Guatemala.svg,Flag Guatemala,🇬🇹,1F1EC-1F1F9,mapped,flag
all/Family Woman Girl Girl.svg,Family Woman Girl Girl,👩‍👧‍👧,1F469-200D-1F467-200D-1F467,mapped,special: family (WOMAN GIRL GIRL)
all/Person Taking Bath Dark Skin Tone.svg,Person Taking Bath Dark Skin Tone,🛀🏿,1F6C0-1F3FF,mapped,auto-cldr-exact
all/Fountain.svg,Fountain,⛲,26F2,mapped,lookup
all/Couple With Heart Man Man Light Skin Tone.svg,Couple With Heart Man Man Light Skin Tone,👨🏻‍❤️‍👨🏻,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FB,mapped,lookup+tone+gender|fq-correction
all/Man Getting Massage Medium Dark Skin Tone.svg,Man Getting Massage Medium Dark Skin Tone,💆🏾‍♂️,1F486-1F3FE-200D-2642-FE0F,mapped,auto-cldr-exact
all/Burrito.svg,Burrito,🌯,1F32F,mapped,lookup
all/Raised Fist.svg,Raised Fist,✊,270A,mapped,lookup
all/Woman Mountain Biking Medium Skin Tone.svg,Woman Mountain Biking Medium Skin Tone,🚵🏽‍♀️,1F6B5-1F3FD-200D-2640-FE0F,mapped,activity-person|fq-correction
all/Volcano.svg,Volcano,🌋,1F30B,mapped,lookup
all/Lipstick.svg,Lipstick,💄,1F484,mapped,lookup
all/Skis.svg,Skis,🎿,1F3BF,mapped,auto-cldr-exact
all/Flag Macao Sar China.svg,Flag Macao Sar China,🇲🇴,1F1F2-1F1F4,mapped,flag
all/Face With Symbols On Mouth.svg,Face With Symbols On Mouth,🤬,1F92C,mapped,auto-cldr-exact
all/Aquarius.svg,Aquarius,♒,2652,mapped,lookup
all/Man Frowning Medium Dark Skin Tone.svg,Man Frowning Medium Dark Skin Tone,🙍🏾‍♂️,1F64D-1F3FE-200D-2642-FE0F,mapped,auto-cldr-exact
all/Metro.svg,Metro,🚇,1F687,mapped,lookup
all/Men Holding Hands Light Skin Tone Medium Dark Skin Tone.svg,Men Holding Hands Light Skin Tone Medium Dark Skin Tone,👨🏻‍🤝‍👨🏾,1F468-1F3FB-200D-1F91D-200D-1F468-1F3FE,mapped,translation-pass|fq-correction
all/Raised Back Of Hand Medium Light Skin Tone.svg,Raised Back Of Hand Medium Light Skin Tone,🤚🏼,1F91A-1F3FC,mapped,lookup+tone
all/Hamburger.svg,Hamburger,🍔,1F354,mapped,lookup
all/Clown Face.svg,Clown Face,🤡,1F921,mapped,lookup
all/Health Worker Medium Light Skin Tone.svg,Health Worker Medium Light Skin Tone,🧑🏼‍⚕️,1F9D1-1F3FC-200D-2695-FE0F,mapped,translation-pass
all/Sunrise.svg,Sunrise,🌅,1F305,mapped,lookup
all/Woman Raising Hand Medium Skin Tone.svg,Woman Raising Hand Medium Skin Tone,🙋🏽‍♀️,1F64B-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Leg Light Skin Tone.svg,Leg Light Skin Tone,🦵🏻,1F9B5-1F3FB,mapped,lookup+tone
all/Flag Iceland.svg,Flag Iceland,🇮🇸,1F1EE-1F1F8,mapped,flag
all/Fleur De Lis.svg,Fleur De Lis,⚜️,269C-FE0F,mapped,auto-cldr-exact
all/Mx Claus Medium Light Skin Tone.svg,Mx Claus Medium Light Skin Tone,🧑🏼‍🎄,1F9D1-1F3FC-200D-1F384,mapped,auto-cldr-exact
all/Factory Worker Light Skin Tone.svg,Factory Worker Light Skin Tone,🧑🏻‍🏭,1F9D1-1F3FB-200D-1F3ED,mapped,translation-pass
all/Oncoming Taxi.svg,Oncoming Taxi,🚖,1F696,mapped,lookup
all/Green Book.svg,Green Book,📗,1F4D7,mapped,lookup
all/Toolbox.svg,Toolbox,🧰,1F9F0,mapped,lookup
all/Mate.svg,Mate,🧉,1F9C9,mapped,auto-cldr-exact
all/Couple With Heart Man Person Medium Light Skin Tone Medium Skin Tone.svg,Couple With Heart Man Person Medium Light Skin Tone Medium Skin Tone,👨🏼‍❤️‍🧑🏽,1F468-1F3FC-200D-2764-FE0F-200D-1F9D1-1F3FD,mapped,special: couple-with-heart (MAN PERSON)
all/Man Judge Medium Light Skin Tone.svg,Man Judge Medium Light Skin Tone,👨🏼‍⚖️,1F468-1F3FC-200D-2696-FE0F,mapped,profession|fq-correction
all/Couple With Heart Man Medium Dark Skin Tone Woman Medium Light Skin Tone.svg,Couple With Heart Man Medium Dark Skin Tone Woman Medium Light Skin Tone,👨🏼‍❤️‍👩🏾,1F468-1F3FC-200D-2764-FE0F-200D-1F469-1F3FE,mapped,special: couple-with-heart (MAN WOMAN)
all/Woman Running Dark Skin Tone.svg,Woman Running Dark Skin Tone,🏃🏿‍♀️,1F3C3-1F3FF-200D-2640-FE0F,mapped,lookup+tone+gender
all/Falafel.svg,Falafel,🧆,1F9C6,mapped,lookup
all/Person Playing Handball Dark Skin Tone.svg,Person Playing Handball Dark Skin Tone,🤾🏿,1F93E-1F3FF,mapped,activity-person
all/Woman Swimming Dark Skin Tone.svg,Woman Swimming Dark Skin Tone,🏊🏿‍♀️,1F3CA-1F3FF-200D-2640-FE0F,mapped,activity-person
all/Motor Boat.svg,Motor Boat,🛥️,1F6E5-FE0F,mapped,lookup|fq-correction
all/Flag Wallis Futuna.svg,Flag Wallis Futuna,🇼🇫,1F1FC-1F1EB,mapped,flag
all/Litter In Bin Sign.svg,Litter In Bin Sign,🚮,1F6AE,mapped,auto-cldr-exact
all/Crossed Fingers Medium Light Skin Tone.svg,Crossed Fingers Medium Light Skin Tone,🤞🏼,1F91E-1F3FC,mapped,gesture|fq-correction
all/Person Medium Light Skin Tone.svg,Person Medium Light Skin Tone,🧑🏼,1F9D1-1F3FC,mapped,auto-cldr-exact
all/Rock.svg,Rock,🪨,1FAA8,mapped,lookup
all/Man Gesturing No Medium Light Skin Tone.svg,Man Gesturing No Medium Light Skin Tone,🙅🏼‍♂️,1F645-1F3FC-200D-2642-FE0F,mapped,auto-cldr-exact
all/Flag Hungary.svg,Flag Hungary,🇭🇺,1F1ED-1F1FA,mapped,flag
all/Woman Dark Skin Tone Bald.svg,Woman Dark Skin Tone Bald,👩🏿‍🦲,1F469-1F3FF-200D-1F9B2,mapped,hair-attr
all/Woman With White Cane Medium Light Skin Tone.svg,Woman With White Cane Medium Light Skin Tone,👩🏼‍🦯,1F469-1F3FC-200D-1F9AF,mapped,auto-cldr-exact
all/Firefighter Dark Skin Tone.svg,Firefighter Dark Skin Tone,🧑🏿‍🚒,1F9D1-1F3FF-200D-1F692,mapped,profession|fq-correction
all/Detective Medium Light Skin Tone.svg,Detective Medium Light Skin Tone,🕵🏼,1F575-1F3FC,mapped,auto-cldr-exact
all/Couple With Heart Woman Person Light Skin Tone No Skin Tone.svg,Couple With Heart Woman Person Light Skin Tone No Skin Tone,👩🏻‍❤️‍🧑,1F469-1F3FB-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (WOMAN PERSON)
all/Light Bulb.svg,Light Bulb,💡,1F4A1,mapped,auto-cldr-exact
all/Man Playing Water Polo.svg,Man Playing Water Polo,🤽‍♂️,1F93D-200D-2642-FE0F,mapped,auto-cldr-exact
all/Man Kneeling Light Skin Tone.svg,Man Kneeling Light Skin Tone,🧎🏻‍♂️,1F9CE-1F3FB-200D-2642-FE0F,mapped,activity-person
all/Man Medium Dark Skin Tone Blond Hair.svg,Man Medium Dark Skin Tone Blond Hair,👱🏾‍♂️,1F471-1F3FE-200D-2642-FE0F,mapped,auto-cldr-exact
all/Ewe.svg,Ewe,🐑,1F411,mapped,auto-cldr-exact
all/Raised Hand Light Skin Tone.svg,Raised Hand Light Skin Tone,✋🏻,270B-1F3FB,mapped,lookup+tone
all/Anatomical Heart.svg,Anatomical Heart,🫀,1FAC0,mapped,lookup
all/Person Raising Hand Dark Skin Tone.svg,Person Raising Hand Dark Skin Tone,🙋🏿,1F64B-1F3FF,mapped,auto-cldr-exact
all/Couple With Heart Woman Person Medium Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Woman Person Medium Skin Tone Medium Dark Skin Tone,👩🏾‍❤️‍🧑🏽,1F469-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FD,mapped,special: couple-with-heart (WOMAN PERSON)
all/Couple With Heart Person Woman No Skin Tone Medium Light Skin Tone.svg,Couple With Heart Person Woman No Skin Tone Medium Light Skin Tone,🧑🏼‍❤️‍👩,1F9D1-1F3FC-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (PERSON WOMAN)
all/Flag Congo Brazzaville.svg,Flag Congo Brazzaville,🇨🇬,1F1E8-1F1EC,mapped,flag
all/Flag Benin.svg,Flag Benin,🇧🇯,1F1E7-1F1EF,mapped,flag
all/Clapper Board.svg,Clapper Board,🎬,1F3AC,mapped,lookup
all/Flag Australia-1.svg,Flag Australia-1,🇦🇺,1F1E6-1F1FA,mapped,flag
all/Polar Bear.svg,Polar Bear,🐻‍❄️,1F43B-200D-2744-FE0F,mapped,auto-cldr-exact
all/Alarm Clock.svg,Alarm Clock,⏰,23F0,mapped,lookup
all/Man Student.svg,Man Student,👨‍🎓,1F468-200D-1F393,mapped,profession|fq-correction
all/Person Wearing Turban Light Skin Tone.svg,Person Wearing Turban Light Skin Tone,👳🏻,1F473-1F3FB,mapped,auto-cldr-exact
all/Girl Medium Light Skin Tone.svg,Girl Medium Light Skin Tone,👧🏼,1F467-1F3FC,mapped,lookup+tone
all/Kiss Man Light Skin Tone Woman Light Skin Tone.svg,Kiss Man Light Skin Tone Woman Light Skin Tone,👨🏻‍❤️‍💋‍👩,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (MAN WOMAN)
all/Person In Manual Wheelchair Medium Light Skin Tone.svg,Person In Manual Wheelchair Medium Light Skin Tone,🧑🏼‍🦽,1F9D1-1F3FC-200D-1F9BD,mapped,auto-cldr-exact
all/Blowfish.svg,Blowfish,🐡,1F421,mapped,lookup
all/Person Playing Handball Medium Light Skin Tone.svg,Person Playing Handball Medium Light Skin Tone,🤾🏼,1F93E-1F3FC,mapped,activity-person
all/Couple With Heart Man Medium Dark Skin Tone Woman Medium Dark Skin Tone.svg,Couple With Heart Man Medium Dark Skin Tone Woman Medium Dark Skin Tone,👨🏾‍❤️‍👩,1F468-1F3FE-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (MAN WOMAN)
all/Kiss Woman Woman Medium Skin Tone Medium Dark Skin Tone.svg,Kiss Woman Woman Medium Skin Tone Medium Dark Skin Tone,👩🏽‍❤️‍💋‍👩🏾,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FE,mapped,lookup+tone+gender|fq-correction
all/Raccoon.svg,Raccoon,🦝,1F99D,mapped,lookup
all/Flag Bolivia.svg,Flag Bolivia,🇧🇴,1F1E7-1F1F4,mapped,flag
all/Person Medium Light Skin Tone Red Hair.svg,Person Medium Light Skin Tone Red Hair,🧑🏼‍🦰,1F9D1-1F3FC-200D-1F9B0,mapped,hair-attr|fq-correction
