file_path,detected_name,unicode_sequence,codepoints_hex,status,method
all/Man Climbing Medium Skin Tone.svg,Man Climbing Medium Skin Tone,🧗🏽‍♂️,1F9D7-1F3FD-200D-2642-FE0F,mapped,translation-pass
all/Couple With Heart Woman No Skin Tone Woman Dark Skin Tone.svg,Couple With Heart Woman No Skin Tone Woman Dark Skin Tone,👩🏿‍❤️‍👩,1F469-1F3FF-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (WOMAN WOMAN)
all/Kiss Woman Dark Skin Tone Man No Skin Tone.svg,Kiss Woman Dark Skin Tone Man No Skin Tone,👩🏿‍❤️‍💋‍👨,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468,mapped,special: kiss (WOMAN MAN)
all/Victory Hand Medium Skin Tone.svg,Victory Hand Medium Skin Tone,✌🏽,270C-1F3FD,mapped,lookup+tone
all/Vampire Medium Light Skin Tone.svg,Vampire Medium Light Skin Tone,🧛🏼,1F9DB-1F3FC,mapped,lookup+tone
all/Person Cartwheeling.svg,Person Cartwheeling,🤸,1F938,mapped,activity-person
all/Customs.svg,Customs,🛃,1F6C3,mapped,lookup
all/Doughnut.svg,Doughnut,🍩,1F369,mapped,lookup
all/Couple With Heart Person Woman Medium Skin Tone.svg,Couple With Heart Person Woman Medium Skin Tone,🧑🏽‍❤️‍👩,1F9D1-1F3FD-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (PERSON WOMAN)
all/Frog.svg,Frog,🐸,1F438,mapped,alias
all/Ram.svg,Ram,🐏,1F40F,mapped,lookup
all/Person Frowning Light Skin Tone.svg,Person Frowning Light Skin Tone,🙍🏻,1F64D-1F3FB,mapped,auto-cldr-exact
all/Laptop.svg,Laptop,💻,1F4BB,mapped,auto-cldr-exact
all/Avocado.svg,Avocado,🥑,1F951,mapped,lookup
all/Woman In Manual Wheelchair Medium Light Skin Tone.svg,Woman In Manual Wheelchair Medium Light Skin Tone,👩🏼‍🦽,1F469-1F3FC-200D-1F9BD,mapped,auto-cldr-exact
all/Man Office Worker Dark Skin Tone.svg,Man Office Worker Dark Skin Tone,👨🏿‍💼,1F468-1F3FF-200D-1F4BC,mapped,profession|fq-correction
all/Kiss Man Man Medium Dark Skin Tone Light Skin Tone.svg,Kiss Man Man Medium Dark Skin Tone Light Skin Tone,👨🏾‍❤️‍💋‍👨🏻,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,mapped,lookup+tone+gender|fq-correction
all/Kiss Person Man.svg,Kiss Person Man,🧑‍❤️‍💋‍👨,1F9D1-200D-2764-FE0F-200D-1F48B-200D-1F468,mapped,special: kiss (PERSON MAN)
all/Kiss Person Woman.svg,Kiss Person Woman,🧑‍❤️‍💋‍👩,1F9D1-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (PERSON WOMAN)
all/Milky Way.svg,Milky Way,🌌,1F30C,mapped,lookup
all/Man Police Officer Dark Skin Tone.svg,Man Police Officer Dark Skin Tone,👮🏿‍♂️,1F46E-1F3FF-200D-2642-FE0F,mapped,lookup+tone+gender
all/Flag Myanmar Burma.svg,Flag Myanmar Burma,🇲🇲,1F1F2-1F1F2,mapped,flag
all/Man Frowning Medium Light Skin Tone.svg,Man Frowning Medium Light Skin Tone,🙍🏼‍♂️,1F64D-1F3FC-200D-2642-FE0F,mapped,auto-cldr-exact
all/Men Holding Hands Medium Light Skin Tone Medium Dark Skin Tone.svg,Men Holding Hands Medium Light Skin Tone Medium Dark Skin Tone,👨🏼‍🤝‍👨🏾,1F468-1F3FC-200D-1F91D-200D-1F468-1F3FE,mapped,translation-pass
all/Man Lifting Weights Medium Skin Tone.svg,Man Lifting Weights Medium Skin Tone,🏋🏽‍♂️,1F3CB-1F3FD-200D-2642-FE0F,mapped,activity-person
all/Kiss Woman Person Medium Light Skin Tone Medium Skin Tone.svg,Kiss Woman Person Medium Light Skin Tone Medium Skin Tone,👩🏼‍❤️‍💋‍🧑🏽,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FD,mapped,special: kiss (WOMAN PERSON)
all/Kiss Woman Person Medium Light Skin Tone.svg,Kiss Woman Person Medium Light Skin Tone,👩🏼‍❤️‍💋‍🧑,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (WOMAN PERSON)
all/Flag French Guiana.svg,Flag French Guiana,🇬🇫,1F1EC-1F1EB,mapped,flag
all/Couple With Heart Man Light Skin Tone Woman Dark Skin Tone.svg,Couple With Heart Man Light Skin Tone Woman Dark Skin Tone,👨🏻‍❤️‍👩🏿,1F468-1F3FB-200D-2764-FE0F-200D-1F469-1F3FF,mapped,special: couple-with-heart (MAN WOMAN)
all/Kiss Person Person Medium Dark Skin Tone Dark Skin Tone.svg,Kiss Person Person Medium Dark Skin Tone Dark Skin Tone,🧑🏾‍❤️‍💋‍🧑🏿,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,lookup+tone|fq-correction
all/Woman In Steamy Room Dark Skin Tone.svg,Woman In Steamy Room Dark Skin Tone,🧖🏿‍♀️,1F9D6-1F3FF-200D-2640-FE0F,mapped,translation-pass
all/Woman Guard Medium Skin Tone.svg,Woman Guard Medium Skin Tone,💂🏽‍♀️,1F482-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Man Facepalming Medium Skin Tone.svg,Man Facepalming Medium Skin Tone,🤦🏽‍♂️,1F926-1F3FD-200D-2642-FE0F,mapped,lookup+tone+gender
all/Mountain.svg,Mountain,⛰️,26F0-FE0F,mapped,lookup|fq-correction
all/Woman With Veil.svg,Woman With Veil,👰‍♀️,1F470-200D-2640-FE0F,mapped,translation-pass
all/Garlic.svg,Garlic,🧄,1F9C4,mapped,lookup
all/Pot Of Food.svg,Pot Of Food,🍲,1F372,mapped,lookup
all/Couple With Heart Man Person Medium Skin Tone Medium Light Skin Tone.svg,Couple With Heart Man Person Medium Skin Tone Medium Light Skin Tone,👨🏼‍❤️‍🧑🏽,1F468-1F3FC-200D-2764-FE0F-200D-1F9D1-1F3FD,mapped,special: couple-with-heart (MAN PERSON)
all/Man Factory Worker Medium Light Skin Tone.svg,Man Factory Worker Medium Light Skin Tone,👨🏼‍🏭,1F468-1F3FC-200D-1F3ED,mapped,translation-pass
all/Kiss Woman Person Medium Dark Skin Tone Medium Light Skin Tone.svg,Kiss Woman Person Medium Dark Skin Tone Medium Light Skin Tone,👩🏼‍❤️‍💋‍🧑🏾,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FE,mapped,special: kiss (WOMAN PERSON)
all/Person Gesturing No.svg,Person Gesturing No,🙅,1F645,mapped,auto-cldr-exact
all/Man Shrugging Medium Skin Tone.svg,Man Shrugging Medium Skin Tone,🤷🏽‍♂️,1F937-1F3FD-200D-2642-FE0F,mapped,auto-cldr-exact
all/Person Blond Hair.svg,Person Blond Hair,👱,1F471,mapped,auto-cldr-exact
all/Person Tipping Hand Dark Skin Tone.svg,Person Tipping Hand Dark Skin Tone,💁🏿,1F481-1F3FF,mapped,auto-cldr-exact
all/Person Gesturing Ok.svg,Person Gesturing Ok,🙆,1F646,mapped,auto-cldr-exact
all/Supervillain Medium Dark Skin Tone.svg,Supervillain Medium Dark Skin Tone,🦹🏾,1F9B9-1F3FE,mapped,lookup+tone
all/Tooth.svg,Tooth,🦷,1F9B7,mapped,lookup
all/Ninja.svg,Ninja,🥷,1F977,mapped,lookup
all/Man Singer.svg,Man Singer,👨‍🎤,1F468-200D-1F3A4,mapped,profession|fq-correction
all/Man Factory Worker Medium Dark Skin Tone.svg,Man Factory Worker Medium Dark Skin Tone,👨🏾‍🏭,1F468-1F3FE-200D-1F3ED,mapped,translation-pass
all/Waning Crescent Moon.svg,Waning Crescent Moon,🌘,1F318,mapped,alias2
all/Man Bald.svg,Man Bald,👨‍🦲,1F468-200D-1F9B2,mapped,hair-attr
all/Envelope With Arrow.svg,Envelope With Arrow,📩,1F4E9,mapped,auto-cldr-exact
all/Flag New Zealand.svg,Flag New Zealand,🇳🇿,1F1F3-1F1FF,mapped,flag
all/Man In Manual Wheelchair Light Skin Tone.svg,Man In Manual Wheelchair Light Skin Tone,👨🏻‍🦽,1F468-1F3FB-200D-1F9BD,mapped,auto-cldr-exact
all/Woman Bouncing Ball Medium Dark Skin Tone.svg,Woman Bouncing Ball Medium Dark Skin Tone,⛹🏾‍♀️,26F9-1F3FE-200D-2640-FE0F,mapped,activity-person
all/Red Heart.svg,Red Heart,❤️,2764-FE0F,mapped,auto-cldr-exact
all/Minibus.svg,Minibus,🚐,1F690,mapped,lookup
all/Flag Faroe Islands.svg,Flag Faroe Islands,🇫🇴,1F1EB-1F1F4,mapped,flag
all/Person Surfing Medium Skin Tone.svg,Person Surfing Medium Skin Tone,🏄🏽,1F3C4-1F3FD,mapped,activity-person
all/Backhand Index Pointing Right Dark Skin Tone.svg,Backhand Index Pointing Right Dark Skin Tone,👉🏿,1F449-1F3FF,mapped,gesture
all/Kiss Woman Person Dark Skin Tone No Skin Tone.svg,Kiss Woman Person Dark Skin Tone No Skin Tone,👩🏿‍❤️‍💋‍🧑,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (WOMAN PERSON)
all/Merman Medium Light Skin Tone.svg,Merman Medium Light Skin Tone,🧜🏼‍♂️,1F9DC-1F3FC-200D-2642-FE0F,mapped,auto-cldr-exact
all/Man Vampire Medium Skin Tone.svg,Man Vampire Medium Skin Tone,🧛🏽‍♂️,1F9DB-1F3FD-200D-2642-FE0F,mapped,lookup+tone+gender
all/Shorts.svg,Shorts,🩳,1FA73,mapped,lookup
all/Kiss Person Person Light Skin Tone Dark Skin Tone.svg,Kiss Person Person Light Skin Tone Dark Skin Tone,🧑🏻‍❤️‍💋‍🧑🏿,1F9D1-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,lookup+tone|fq-correction
all/Woman In Motorized Wheelchair Light Skin Tone.svg,Woman In Motorized Wheelchair Light Skin Tone,👩🏻‍🦼,1F469-1F3FB-200D-1F9BC,mapped,auto-cldr-exact
all/Couple With Heart Man Person Dark Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Man Person Dark Skin Tone Medium Dark Skin Tone,👨🏾‍❤️‍🧑🏿,1F468-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FF,mapped,special: couple-with-heart (MAN PERSON)
all/Confounded Face.svg,Confounded Face,😖,1F616,mapped,lookup
all/Woman Astronaut Medium Dark Skin Tone.svg,Woman Astronaut Medium Dark Skin Tone,👩🏾‍🚀,1F469-1F3FE-200D-1F680,mapped,profession|fq-correction
all/Person Medium Light Skin Tone Bald.svg,Person Medium Light Skin Tone Bald,🧑🏼‍🦲,1F9D1-1F3FC-200D-1F9B2,mapped,hair-attr|fq-correction
all/Flag Philippines.svg,Flag Philippines,🇵🇭,1F1F5-1F1ED,mapped,flag
all/Flexed Biceps Light Skin Tone.svg,Flexed Biceps Light Skin Tone,💪🏻,1F4AA-1F3FB,mapped,lookup+tone
all/Couple With Heart Woman Man Medium Light Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Woman Man Medium Light Skin Tone Medium Dark Skin Tone,👩🏼‍❤️‍👨🏾,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FE,mapped,special: couple-with-heart (WOMAN MAN)
all/Man Biking Dark Skin Tone.svg,Man Biking Dark Skin Tone,🚴🏿‍♂️,1F6B4-1F3FF-200D-2642-FE0F,mapped,activity-person
all/Couple With Heart Woman Man Dark Skin Tone Medium Light Skin Tone.svg,Couple With Heart Woman Man Dark Skin Tone Medium Light Skin Tone,👩🏿‍❤️‍👨🏼,1F469-1F3FF-200D-2764-FE0F-200D-1F468-1F3FC,mapped,special: couple-with-heart (WOMAN MAN)|fq-correction
all/Person Light Skin Tone Red Hair.svg,Person Light Skin Tone Red Hair,🧑🏻‍🦰,1F9D1-1F3FB-200D-1F9B0,mapped,hair-attr
all/Kiss Woman Person Medium Dark Skin Tone.svg,Kiss Woman Person Medium Dark Skin Tone,👩🏾‍❤️‍💋‍🧑,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (WOMAN PERSON)
all/Man Mage Medium Dark Skin Tone.svg,Man Mage Medium Dark Skin Tone,🧙🏾‍♂️,1F9D9-1F3FE-200D-2642-FE0F,mapped,lookup+tone+gender
all/Kiss Person Person No Skin Tone Dark Skin Tone.svg,Kiss Person Person No Skin Tone Dark Skin Tone,🧑🏿‍❤️‍💋‍🧑,1F9D1-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (PERSON PERSON)
all/Raised Fist Medium Dark Skin Tone.svg,Raised Fist Medium Dark Skin Tone,✊🏾,270A-1F3FE,mapped,lookup+tone
all/Cloud.svg,Cloud,☁️,2601-FE0F,mapped,lookup|fq-correction
all/Place Of Worship.svg,Place Of Worship,🛐,1F6D0,mapped,lookup
all/Person With Headscarf Light Skin Tone.svg,Person With Headscarf Light Skin Tone,🧕🏻,1F9D5-1F3FB,mapped,auto-cldr-exact
all/Woman Wearing Turban Medium Dark Skin Tone.svg,Woman Wearing Turban Medium Dark Skin Tone,👳🏾‍♀️,1F473-1F3FE-200D-2640-FE0F,mapped,auto-cldr-exact
all/Man Feeding Baby Medium Dark Skin Tone.svg,Man Feeding Baby Medium Dark Skin Tone,👨🏾‍🍼,1F468-1F3FE-200D-1F37C,mapped,auto-cldr-exact
all/Kiss Man Medium Skin Tone Woman Light Skin Tone.svg,Kiss Man Medium Skin Tone Woman Light Skin Tone,👨🏽‍❤️‍💋‍👩🏻,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,mapped,special: kiss (MAN WOMAN)
all/Alien.svg,Alien,👽,1F47D,mapped,auto-cldr-exact
all/Scientist Medium Dark Skin Tone.svg,Scientist Medium Dark Skin Tone,🧑🏾‍🔬,1F9D1-1F3FE-200D-1F52C,mapped,profession|fq-correction
all/Ice Hockey.svg,Ice Hockey,🏒,1F3D2,mapped,auto-cldr-exact
all/Woman Lifting Weights Medium Dark Skin Tone.svg,Woman Lifting Weights Medium Dark Skin Tone,🏋🏾‍♀️,1F3CB-1F3FE-200D-2640-FE0F,mapped,activity-person
all/Couple With Heart Woman Woman Medium Light Skin Tone Dark Skin Tone.svg,Couple With Heart Woman Woman Medium Light Skin Tone Dark Skin Tone,👩🏼‍❤️‍👩🏿,1F469-1F3FC-200D-2764-FE0F-200D-1F469-1F3FF,mapped,lookup+tone+gender|fq-correction
all/Man Health Worker Medium Skin Tone.svg,Man Health Worker Medium Skin Tone,👨🏽‍⚕️,1F468-1F3FD-200D-2695-FE0F,mapped,translation-pass
all/Kiss Person Woman Medium Skin Tone No Skin Tone.svg,Kiss Person Woman Medium Skin Tone No Skin Tone,🧑🏽‍❤️‍💋‍👩,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (PERSON WOMAN)
all/Window.svg,Window,🪟,1FA9F,mapped,lookup
all/Kiss Person Man Medium Skin Tone Dark Skin Tone.svg,Kiss Person Man Medium Skin Tone Dark Skin Tone,🧑🏽‍❤️‍💋‍👨🏿,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,mapped,special: kiss (PERSON MAN)
all/Man Cartwheeling Dark Skin Tone.svg,Man Cartwheeling Dark Skin Tone,🤸🏿‍♂️,1F938-1F3FF-200D-2642-FE0F,mapped,activity-person
all/No Mobile Phones.svg,No Mobile Phones,📵,1F4F5,mapped,lookup
all/Man Playing Water Polo Medium Light Skin Tone.svg,Man Playing Water Polo Medium Light Skin Tone,🤽🏼‍♂️,1F93D-1F3FC-200D-2642-FE0F,mapped,auto-cldr-exact
all/Carp Streamer.svg,Carp Streamer,🎏,1F38F,mapped,lookup
all/People Holding Hands Dark Skin Tone Medium Dark Skin Tone.svg,People Holding Hands Dark Skin Tone Medium Dark Skin Tone,🧑🏿‍🤝‍🧑🏾,1F9D1-1F3FF-200D-1F91D-200D-1F9D1-1F3FE,mapped,translation-pass|fq-correction
all/White Medium Small Square.svg,White Medium Small Square,◽,25FD,mapped,lookup
all/Bento Box.svg,Bento Box,🍱,1F371,mapped,lookup
all/New Moon Face.svg,New Moon Face,🌚,1F31A,mapped,alias2
all/Woman Tipping Hand Light Skin Tone.svg,Woman Tipping Hand Light Skin Tone,💁🏻‍♀️,1F481-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Clinking Beer Mugs.svg,Clinking Beer Mugs,🍻,1F37B,mapped,lookup
all/Film Frames.svg,Film Frames,🎞️,1F39E-FE0F,mapped,lookup|fq-correction
all/Call Me Hand Medium Dark Skin Tone.svg,Call Me Hand Medium Dark Skin Tone,🤙🏾,1F919-1F3FE,mapped,lookup+tone
all/Chair.svg,Chair,🪑,1FA91,mapped,lookup
all/Kiss Man Medium Skin Tone Woman Medium Dark Skin Tone.svg,Kiss Man Medium Skin Tone Woman Medium Dark Skin Tone,👨🏾‍❤️‍💋‍👩🏽,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FD,mapped,special: kiss (MAN WOMAN)
all/Couple With Heart Woman Person Medium Dark Skin Tone Medium Light Skin Tone.svg,Couple With Heart Woman Person Medium Dark Skin Tone Medium Light Skin Tone,👩🏼‍❤️‍🧑🏾,1F469-1F3FC-200D-2764-FE0F-200D-1F9D1-1F3FE,mapped,special: couple-with-heart (WOMAN PERSON)
all/Fearful Face.svg,Fearful Face,😨,1F628,mapped,lookup
all/Person Standing Medium Dark Skin Tone.svg,Person Standing Medium Dark Skin Tone,🧍🏾,1F9CD-1F3FE,mapped,activity-person
all/Woman Police Officer Medium Light Skin Tone.svg,Woman Police Officer Medium Light Skin Tone,👮🏼‍♀️,1F46E-1F3FC-200D-2640-FE0F,mapped,lookup+tone+gender
all/Man Superhero Medium Light Skin Tone.svg,Man Superhero Medium Light Skin Tone,🦸🏼‍♂️,1F9B8-1F3FC-200D-2642-FE0F,mapped,lookup+tone+gender
all/Large Orange Square.svg,Large Orange Square,🟧,1F7E7,mapped,lookup
all/1st-Place-Medal_1f9472.svg,1st-Place-Medal 1f9472,🥇,1F947,mapped,auto-cldr-fixup
all/File Folder.svg,File Folder,📁,1F4C1,mapped,lookup
all/Bellhop Bell.svg,Bellhop Bell,🛎️,1F6CE-FE0F,mapped,lookup|fq-correction
all/Open Hands Dark Skin Tone.svg,Open Hands Dark Skin Tone,👐🏿,1F450-1F3FF,mapped,gesture
all/Writing Hand Medium Light Skin Tone.svg,Writing Hand Medium Light Skin Tone,✍🏼,270D-1F3FC,mapped,lookup+tone
all/Couple With Heart Person Person Dark Skin Tone.svg,Couple With Heart Person Person Dark Skin Tone,💑🏿,1F491-1F3FF,mapped,lookup+tone
all/Police Officer Light Skin Tone.svg,Police Officer Light Skin Tone,👮🏻,1F46E-1F3FB,mapped,lookup+tone
all/Kiss Woman Man Medium Skin Tone Medium Dark Skin Tone.svg,Kiss Woman Man Medium Skin Tone Medium Dark Skin Tone,👩🏽‍❤️‍💋‍👨🏾,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,mapped,special: kiss (WOMAN MAN)|fq-correction
all/Person Biking Light Skin Tone.svg,Person Biking Light Skin Tone,🚴🏻,1F6B4-1F3FB,mapped,activity-person
all/Motorcycle.svg,Motorcycle,🏍️,1F3CD-FE0F,mapped,auto-cldr-exact
all/Six Oclock.svg,Six O'Clock,🕕,1F555,mapped,numbers
all/Man Medium Skin Tone Curly Hair.svg,Man Medium Skin Tone Curly Hair,👨🏽‍🦱,1F468-1F3FD-200D-1F9B1,mapped,hair-attr
all/Mahjong Red Dragon.svg,Mahjong Red Dragon,🀄,1F004,mapped,auto-cldr-exact
all/Woman Bowing Light Skin Tone.svg,Woman Bowing Light Skin Tone,🙇🏻‍♀️,1F647-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Man Farmer Medium Dark Skin Tone.svg,Man Farmer Medium Dark Skin Tone,👨🏾‍🌾,1F468-1F3FE-200D-1F33E,mapped,profession|fq-correction
all/Man Shrugging Dark Skin Tone.svg,Man Shrugging Dark Skin Tone,🤷🏿‍♂️,1F937-1F3FF-200D-2642-FE0F,mapped,auto-cldr-exact
all/Memo.svg,Memo,📝,1F4DD,mapped,lookup
all/Ok Hand Light Skin Tone.svg,Ok Hand Light Skin Tone,👌🏻,1F44C-1F3FB,mapped,gesture
all/Flag Central African Republic.svg,Flag Central African Republic,🇨🇫,1F1E8-1F1EB,mapped,flag
all/Woman Fairy.svg,Woman Fairy,🧚‍♀️,1F9DA-200D-2640-FE0F,mapped,lookup++gender
all/Sari.svg,Sari,🥻,1F97B,mapped,lookup
all/Flag Morocco.svg,Flag Morocco,🇲🇦,1F1F2-1F1E6,mapped,flag
all/Person Bouncing Ball Medium Dark Skin Tone.svg,Person Bouncing Ball Medium Dark Skin Tone,⛹🏾,26F9-1F3FE,mapped,activity-person
all/Child Medium Dark Skin Tone.svg,Child Medium Dark Skin Tone,🧒🏾,1F9D2-1F3FE,mapped,lookup+tone
all/Backhand Index Pointing Up Light Skin Tone.svg,Backhand Index Pointing Up Light Skin Tone,👆🏻,1F446-1F3FB,mapped,gesture|fq-correction
all/Steaming Bowl.svg,Steaming Bowl,🍜,1F35C,mapped,lookup
all/Flag Serbia.svg,Flag Serbia,🇷🇸,1F1F7-1F1F8,mapped,flag
all/Person Medium Skin Tone Bald.svg,Person Medium Skin Tone Bald,🧑🏽‍🦲,1F9D1-1F3FD-200D-1F9B2,mapped,hair-attr
all/Couple With Heart Man Man Dark Skin Tone Medium Skin Tone.svg,Couple With Heart Man Man Dark Skin Tone Medium Skin Tone,👨🏿‍❤️‍👨🏽,1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FD,mapped,lookup+tone+gender|fq-correction
all/Kiss Woman Woman Dark Skin Tone.svg,Kiss Woman Woman Dark Skin Tone,👩🏿‍❤️‍💋‍👩🏿,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,mapped,lookup+tone+gender|fq-correction
all/Mrs Claus Light Skin Tone.svg,Mrs Claus Light Skin Tone,🤶🏻,1F936-1F3FB,mapped,auto-cldr-exact
all/Couple With Heart Person Man Dark Skin Tone.svg,Couple With Heart Person Man Dark Skin Tone,🧑🏿‍❤️‍👨,1F9D1-1F3FF-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (PERSON MAN)
all/Woman Swimming Light Skin Tone.svg,Woman Swimming Light Skin Tone,🏊🏻‍♀️,1F3CA-1F3FB-200D-2640-FE0F,mapped,activity-person
all/Slightly Smiling Face.svg,Slightly Smiling Face,🙂,1F642,mapped,lookup
all/Couple With Heart Person Man.svg,Couple With Heart Person Man,🧑‍❤️‍👨,1F9D1-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (PERSON MAN)
all/Sauropod.svg,Sauropod,🦕,1F995,mapped,lookup
all/Woman Technologist Medium Dark Skin Tone.svg,Woman Technologist Medium Dark Skin Tone,👩🏾‍💻,1F469-1F3FE-200D-1F4BB,mapped,translation-pass
all/Pinched Fingers Medium Light Skin Tone.svg,Pinched Fingers Medium Light Skin Tone,🤌🏼,1F90C-1F3FC,mapped,lookup+tone
all/Flag Romania.svg,Flag Romania,🇷🇴,1F1F7-1F1F4,mapped,flag
all/Left Facing Fist Medium Dark Skin Tone.svg,Left Facing Fist Medium Dark Skin Tone,🤛🏾,1F91B-1F3FE,mapped,gesture
all/Person Medium Skin Tone Red Hair.svg,Person Medium Skin Tone Red Hair,🧑🏽‍🦰,1F9D1-1F3FD-200D-1F9B0,mapped,hair-attr
all/Man Medium Light Skin Tone Beard.svg,Man Medium Light Skin Tone Beard,🧔🏼‍♂️,1F9D4-1F3FC-200D-2642-FE0F,mapped,translation-pass|fq-correction
all/Flag Tanzania.svg,Flag Tanzania,🇹🇿,1F1F9-1F1FF,mapped,flag
all/Man Fairy.svg,Man Fairy,🧚‍♂️,1F9DA-200D-2642-FE0F,mapped,lookup++gender
all/Women Holding Hands Light Skin Tone Dark Skin Tone.svg,Women Holding Hands Light Skin Tone Dark Skin Tone,👩🏻‍🤝‍👩🏿,1F469-1F3FB-200D-1F91D-200D-1F469-1F3FF,mapped,translation-pass
all/Computer Mouse.svg,Computer Mouse,🖱️,1F5B1-FE0F,mapped,auto-cldr-exact
all/Man Mage Medium Light Skin Tone.svg,Man Mage Medium Light Skin Tone,🧙🏼‍♂️,1F9D9-1F3FC-200D-2642-FE0F,mapped,lookup+tone+gender
all/Balloon.svg,Balloon,🎈,1F388,mapped,lookup
all/Raised Hand Dark Skin Tone.svg,Raised Hand Dark Skin Tone,✋🏿,270B-1F3FF,mapped,lookup+tone
all/Flag Haiti.svg,Flag Haiti,🇭🇹,1F1ED-1F1F9,mapped,flag
all/Person Walking.svg,Person Walking,🚶,1F6B6,mapped,lookup+
all/Flushed Face.svg,Flushed Face,😳,1F633,mapped,lookup
all/Person Dark Skin Tone Bald.svg,Person Dark Skin Tone Bald,🧑🏿‍🦲,1F9D1-1F3FF-200D-1F9B2,mapped,hair-attr
all/Woman In Lotus Position.svg,Woman In Lotus Position,🧘‍♀️,1F9D8-200D-2640-FE0F,mapped,activity-person
all/Kiss Woman Person No Skin Tone Medium Dark Skin Tone.svg,Kiss Woman Person No Skin Tone Medium Dark Skin Tone,👩🏾‍❤️‍💋‍🧑,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (WOMAN PERSON)
all/Woman Superhero Medium Dark Skin Tone.svg,Woman Superhero Medium Dark Skin Tone,🦸🏾‍♀️,1F9B8-1F3FE-200D-2640-FE0F,mapped,lookup+tone+gender
all/Person Gesturing No Medium Dark Skin Tone.svg,Person Gesturing No Medium Dark Skin Tone,🙅🏾,1F645-1F3FE,mapped,auto-cldr-exact
all/Bookmark.svg,Bookmark,🔖,1F516,mapped,lookup
all/Goal Net.svg,Goal Net,🥅,1F945,mapped,lookup
all/Man In Lotus Position.svg,Man In Lotus Position,🧘‍♂️,1F9D8-200D-2642-FE0F,mapped,activity-person
all/Man Getting Massage Light Skin Tone.svg,Man Getting Massage Light Skin Tone,💆🏻‍♂️,1F486-1F3FB-200D-2642-FE0F,mapped,auto-cldr-exact
all/Kiss Person Woman Medium Light Skin Tone Light Skin Tone.svg,Kiss Person Woman Medium Light Skin Tone Light Skin Tone,🧑🏼‍❤️‍💋‍👩🏻,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,mapped,special: kiss (PERSON WOMAN)
all/Kiss Woman Person Light Skin Tone Dark Skin Tone.svg,Kiss Woman Person Light Skin Tone Dark Skin Tone,👩🏻‍❤️‍💋‍🧑🏿,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,special: kiss (WOMAN PERSON)
all/Heart Suit.svg,Heart Suit,♥️,2665-FE0F,mapped,auto-cldr-exact
all/Mechanic Medium Skin Tone.svg,Mechanic Medium Skin Tone,🧑🏽‍🔧,1F9D1-1F3FD-200D-1F527,mapped,profession|fq-correction
all/Person With White Cane Dark Skin Tone.svg,Person With White Cane Dark Skin Tone,🧑🏿‍🦯,1F9D1-1F3FF-200D-1F9AF,mapped,auto-cldr-exact
all/Kiss Person Man Medium Skin Tone Medium Light Skin Tone.svg,Kiss Person Man Medium Skin Tone Medium Light Skin Tone,🧑🏼‍❤️‍💋‍👨🏽,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,mapped,special: kiss (PERSON MAN)
